GD Note,TYPE,TITLE,DESCRIPTION,LATITUDE,LONGITUDE,DELAY,EXTERNALID,UUID,,Desired Altitude,Alert on Map Screen,AR Marker,Coordinates for maps,AREA,CODE,INCIDENT_ID,PRIORITY
Gas Leak reported in Central,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52434366,-122.33375403,36,UTIL958,,,50 ft,YES,YES,"37.52434366, -122.33375403",Central,UTIL,UTIL958,Low
Gas Leak reported in Downtown,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52876063,-122.33029163,70,UTIL959,,,50 ft,YES,YES,"37.52876063, -122.33029163",Downtown,UTIL,UTIL959,Medium
Transformer Explosion reported in Rural,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.53398969,-122.32478799,74,UTIL960,,,50 ft,YES,YES,"37.53398969, -122.32478799",Rural,UTIL,UTIL960,Critical
Substation Fire reported in Industrial,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52923679,-122.33509885,109,UTIL961,,,50 ft,YES,YES,"37.52923679, -122.33509885",Industrial,UTIL,UTIL961,Medium
Car Hit Pole reported in Suburban,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53446922,-122.32448317,46,UTIL962,,,50 ft,YES,YES,"37.53446922, -122.32448317",Suburban,UTIL,UTIL962,Critical
Fuse Blown reported in Rural,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.53110289,-122.33527046,148,UTIL963,,,50 ft,YES,YES,"37.53110289, -122.33527046",Rural,UTIL,UTIL963,Medium
Leaning Pole reported in Seaside,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.5273723,-122.33431388,113,UTIL964,,,50 ft,YES,YES,"37.5273723, -122.33431388",Seaside,UTIL,UTIL964,Low
Substation Fire reported in Downtown,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.53541945,-122.33708539,33,UTIL965,,,50 ft,YES,YES,"37.53541945, -122.33708539",Downtown,UTIL,UTIL965,Medium
Cable Fault reported in Suburban,INCIDENT,Cable Fault,Underground cable suspected fault,37.52879682,-122.33634319,184,UTIL966,,,50 ft,YES,YES,"37.52879682, -122.33634319",Suburban,UTIL,UTIL966,Critical
Cable Fault reported in Uptown,INCIDENT,Cable Fault,Underground cable suspected fault,37.52467152,-122.33599919,88,UTIL967,,,50 ft,YES,YES,"37.52467152, -122.33599919",Uptown,UTIL,UTIL967,Critical
Car Hit Pole reported in Central,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53727864,-122.33447027,163,UTIL968,,,50 ft,YES,YES,"37.53727864, -122.33447027",Central,UTIL,UTIL968,Low
Gas Leak reported in Seaside,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.53540726,-122.33942177,107,UTIL969,,,50 ft,YES,YES,"37.53540726, -122.33942177",Seaside,UTIL,UTIL969,Low
Cable Fault reported in Uptown,INCIDENT,Cable Fault,Underground cable suspected fault,37.53107132,-122.33197065,156,UTIL970,,,50 ft,YES,YES,"37.53107132, -122.33197065",Uptown,UTIL,UTIL970,Medium
Routine Inspection reported in Industrial,INCIDENT,Routine Inspection,Scheduled maintenance check,37.532772,-122.32138108,57,UTIL971,,,50 ft,YES,YES,"37.532772, -122.32138108",Industrial,UTIL,UTIL971,High
Meter Inspection reported in Industrial,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52930136,-122.33415974,191,UTIL972,,,50 ft,YES,YES,"37.52930136, -122.33415974",Industrial,UTIL,UTIL972,Low
Leaning Pole reported in Rural,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.53791687,-122.32631048,48,UTIL973,,,50 ft,YES,YES,"37.53791687, -122.32631048",Rural,UTIL,UTIL973,Low
Equipment Failure reported in Suburban,INCIDENT,Equipment Failure,Component failure at distribution station,37.53675394,-122.32338238,149,UTIL974,,,50 ft,YES,YES,"37.53675394, -122.32338238",Suburban,UTIL,UTIL974,High
Fuse Blown reported in Rural,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52551941,-122.32285298,98,UTIL975,,,50 ft,YES,YES,"37.52551941, -122.32285298",Rural,UTIL,UTIL975,High
Downed Power Line reported in Uptown,INCIDENT,Downed Power Line,Live wire reported on the ground,37.53448573,-122.32839532,54,UTIL976,,,50 ft,YES,YES,"37.53448573, -122.32839532",Uptown,UTIL,UTIL976,Medium
Leaning Pole reported in Central,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.52863701,-122.32058102,85,UTIL977,,,50 ft,YES,YES,"37.52863701, -122.32058102",Central,UTIL,UTIL977,Critical
Cable Fault reported in Rural,INCIDENT,Cable Fault,Underground cable suspected fault,37.53759218,-122.33927405,91,UTIL978,,,50 ft,YES,YES,"37.53759218, -122.33927405",Rural,UTIL,UTIL978,High
Switch Malfunction reported in Suburban,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.53218819,-122.33719148,144,UTIL979,,,50 ft,YES,YES,"37.53218819, -122.33719148",Suburban,UTIL,UTIL979,Critical
Tree Encroachment reported in Rural,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.52308216,-122.33022064,105,UTIL980,,,50 ft,YES,YES,"37.52308216, -122.33022064",Rural,UTIL,UTIL980,Critical
Cable Fault reported in Downtown,INCIDENT,Cable Fault,Underground cable suspected fault,37.53320131,-122.3365304,64,UTIL981,,,50 ft,YES,YES,"37.53320131, -122.3365304",Downtown,UTIL,UTIL981,Critical
Leaning Pole reported in Central,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.52177025,-122.33841771,8,UTIL982,,,50 ft,YES,YES,"37.52177025, -122.33841771",Central,UTIL,UTIL982,High
Cable Fault reported in Uptown,INCIDENT,Cable Fault,Underground cable suspected fault,37.52336201,-122.32443227,186,UTIL983,,,50 ft,YES,YES,"37.52336201, -122.32443227",Uptown,UTIL,UTIL983,Medium
Voltage Irregularity reported in Rural,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.53919941,-122.32482799,76,UTIL984,,,50 ft,YES,YES,"37.53919941, -122.32482799",Rural,UTIL,UTIL984,High
Gas Leak reported in Suburban,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52504682,-122.32270042,179,UTIL985,,,50 ft,YES,YES,"37.52504682, -122.32270042",Suburban,UTIL,UTIL985,Critical
Tree Encroachment reported in Uptown,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.52842784,-122.33813222,196,UTIL986,,,50 ft,YES,YES,"37.52842784, -122.33813222",Uptown,UTIL,UTIL986,Medium
Breaker Operation reported in Seaside,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52538715,-122.33130169,43,UTIL987,,,50 ft,YES,YES,"37.52538715, -122.33130169",Seaside,UTIL,UTIL987,High
Fuse Blown reported in Central,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52584471,-122.33200494,91,UTIL988,,,50 ft,YES,YES,"37.52584471, -122.33200494",Central,UTIL,UTIL988,Medium
Cable Fault reported in Rural,INCIDENT,Cable Fault,Underground cable suspected fault,37.53138562,-122.32338986,77,UTIL989,,,50 ft,YES,YES,"37.53138562, -122.32338986",Rural,UTIL,UTIL989,Low
Switch Malfunction reported in Uptown,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.5255217,-122.32427048,45,UTIL990,,,50 ft,YES,YES,"37.5255217, -122.32427048",Uptown,UTIL,UTIL990,High
Switch Malfunction reported in Downtown,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.52815572,-122.33071915,161,UTIL991,,,50 ft,YES,YES,"37.52815572, -122.33071915",Downtown,UTIL,UTIL991,Low
Transformer Explosion reported in Central,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52139264,-122.32482691,12,UTIL992,,,50 ft,YES,YES,"37.52139264, -122.32482691",Central,UTIL,UTIL992,High
Leaning Pole reported in Uptown,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.53206774,-122.33425282,38,UTIL993,,,50 ft,YES,YES,"37.53206774, -122.33425282",Uptown,UTIL,UTIL993,Critical
Breaker Operation reported in Rural,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.53380256,-122.33449429,133,UTIL994,,,50 ft,YES,YES,"37.53380256, -122.33449429",Rural,UTIL,UTIL994,Low
Fuse Blown reported in Rural,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52594935,-122.33651342,8,UTIL995,,,50 ft,YES,YES,"37.52594935, -122.33651342",Rural,UTIL,UTIL995,Low
Substation Fire reported in Suburban,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.5281091,-122.33737297,143,UTIL996,,,50 ft,YES,YES,"37.5281091, -122.33737297",Suburban,UTIL,UTIL996,Critical
Fuse Blown reported in Seaside,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52781311,-122.33941204,25,UTIL997,,,50 ft,YES,YES,"37.52781311, -122.33941204",Seaside,UTIL,UTIL997,Medium
Fuse Blown reported in Industrial,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52241738,-122.32608263,50,UTIL998,,,50 ft,YES,YES,"37.52241738, -122.32608263",Industrial,UTIL,UTIL998,Low
Voltage Irregularity reported in Uptown,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.53398544,-122.3291513,19,UTIL999,,,50 ft,YES,YES,"37.53398544, -122.3291513",Uptown,UTIL,UTIL999,Medium
Cable Fault reported in Seaside,INCIDENT,Cable Fault,Underground cable suspected fault,37.53918473,-122.32027441,106,UTIL1000,,,50 ft,YES,YES,"37.53918473, -122.32027441",Seaside,UTIL,UTIL1000,Low
Low Wire reported in Suburban,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.53588696,-122.33781932,147,UTIL1001,,,50 ft,YES,YES,"37.53588696, -122.33781932",Suburban,UTIL,UTIL1001,Medium
Tree Encroachment reported in Seaside,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.53799852,-122.33907171,190,UTIL1002,,,50 ft,YES,YES,"37.53799852, -122.33907171",Seaside,UTIL,UTIL1002,Critical
Fuse Blown reported in Uptown,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.5396494,-122.32271352,164,UTIL1003,,,50 ft,YES,YES,"37.5396494, -122.32271352",Uptown,UTIL,UTIL1003,High
Storm Damage reported in Seaside,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.52819363,-122.3338287,111,UTIL1004,,,50 ft,YES,YES,"37.52819363, -122.3338287",Seaside,UTIL,UTIL1004,Medium
Storm Damage reported in Suburban,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.53090204,-122.3315549,34,UTIL1005,,,50 ft,YES,YES,"37.53090204, -122.3315549",Suburban,UTIL,UTIL1005,Low
Substation Fire reported in Rural,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52232864,-122.32168463,109,UTIL1006,,,50 ft,YES,YES,"37.52232864, -122.32168463",Rural,UTIL,UTIL1006,High
Gas Leak reported in Industrial,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52934904,-122.33353302,51,UTIL1007,,,50 ft,YES,YES,"37.52934904, -122.33353302",Industrial,UTIL,UTIL1007,High
Breaker Operation reported in Seaside,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52404067,-122.32669116,141,UTIL1008,,,50 ft,YES,YES,"37.52404067, -122.32669116",Seaside,UTIL,UTIL1008,Critical
Transformer Explosion reported in Seaside,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52675895,-122.33137658,9,UTIL1009,,,50 ft,YES,YES,"37.52675895, -122.33137658",Seaside,UTIL,UTIL1009,High
Equipment Failure reported in Industrial,INCIDENT,Equipment Failure,Component failure at distribution station,37.52631098,-122.32623689,167,UTIL1010,,,50 ft,YES,YES,"37.52631098, -122.32623689",Industrial,UTIL,UTIL1010,Low
Meter Inspection reported in Industrial,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.53222468,-122.32415342,107,UTIL1011,,,50 ft,YES,YES,"37.53222468, -122.32415342",Industrial,UTIL,UTIL1011,High
Meter Inspection reported in Suburban,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.53906362,-122.33248222,174,UTIL1012,,,50 ft,YES,YES,"37.53906362, -122.33248222",Suburban,UTIL,UTIL1012,High
Switch Malfunction reported in Seaside,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.52549637,-122.32060763,34,UTIL1013,,,50 ft,YES,YES,"37.52549637, -122.32060763",Seaside,UTIL,UTIL1013,Critical
Meter Inspection reported in Rural,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52389593,-122.32145261,135,UTIL1014,,,50 ft,YES,YES,"37.52389593, -122.32145261",Rural,UTIL,UTIL1014,High
Transformer Failure reported in Industrial,INCIDENT,Transformer Failure,Multiple customers without power,37.52377612,-122.3205085,146,UTIL1015,,,50 ft,YES,YES,"37.52377612, -122.3205085",Industrial,UTIL,UTIL1015,Low
Routine Inspection reported in Industrial,INCIDENT,Routine Inspection,Scheduled maintenance check,37.52596519,-122.32905096,152,UTIL1016,,,50 ft,YES,YES,"37.52596519, -122.32905096",Industrial,UTIL,UTIL1016,Medium
Equipment Failure reported in Seaside,INCIDENT,Equipment Failure,Component failure at distribution station,37.53269848,-122.32016418,29,UTIL1017,,,50 ft,YES,YES,"37.53269848, -122.32016418",Seaside,UTIL,UTIL1017,Low
Low Wire reported in Suburban,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52052534,-122.33775939,15,UTIL1018,,,50 ft,YES,YES,"37.52052534, -122.33775939",Suburban,UTIL,UTIL1018,Medium
Transformer Explosion reported in Seaside,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.5281422,-122.32131987,59,UTIL1019,,,50 ft,YES,YES,"37.5281422, -122.32131987",Seaside,UTIL,UTIL1019,Critical
Voltage Irregularity reported in Rural,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.53607964,-122.33890556,48,UTIL1020,,,50 ft,YES,YES,"37.53607964, -122.33890556",Rural,UTIL,UTIL1020,Medium
Breaker Operation reported in Industrial,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.53314273,-122.33735634,106,UTIL1021,,,50 ft,YES,YES,"37.53314273, -122.33735634",Industrial,UTIL,UTIL1021,Medium
Tree Encroachment reported in Rural,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.52901427,-122.33916375,106,UTIL1022,,,50 ft,YES,YES,"37.52901427, -122.33916375",Rural,UTIL,UTIL1022,Low
Fuse Blown reported in Rural,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52438771,-122.33405001,130,UTIL1023,,,50 ft,YES,YES,"37.52438771, -122.33405001",Rural,UTIL,UTIL1023,Low
Transformer Explosion reported in Industrial,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52278522,-122.33247131,192,UTIL1024,,,50 ft,YES,YES,"37.52278522, -122.33247131",Industrial,UTIL,UTIL1024,Low
Car Hit Pole reported in Seaside,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53007606,-122.32550723,189,UTIL1025,,,50 ft,YES,YES,"37.53007606, -122.32550723",Seaside,UTIL,UTIL1025,Medium
Routine Inspection reported in Uptown,INCIDENT,Routine Inspection,Scheduled maintenance check,37.53119446,-122.32366846,132,UTIL1026,,,50 ft,YES,YES,"37.53119446, -122.32366846",Uptown,UTIL,UTIL1026,Critical
Transformer Explosion reported in Downtown,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.53592255,-122.32441616,69,UTIL1027,,,50 ft,YES,YES,"37.53592255, -122.32441616",Downtown,UTIL,UTIL1027,Critical
Transformer Explosion reported in Uptown,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52775353,-122.32800353,160,UTIL1028,,,50 ft,YES,YES,"37.52775353, -122.32800353",Uptown,UTIL,UTIL1028,Medium
Tree Encroachment reported in Downtown,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.52022784,-122.32715441,185,UTIL1029,,,50 ft,YES,YES,"37.52022784, -122.32715441",Downtown,UTIL,UTIL1029,High
Gas Leak reported in Central,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52323614,-122.33678381,42,UTIL1030,,,50 ft,YES,YES,"37.52323614, -122.33678381",Central,UTIL,UTIL1030,Low
Gas Leak reported in Rural,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.53540229,-122.3349038,81,UTIL1031,,,50 ft,YES,YES,"37.53540229, -122.3349038",Rural,UTIL,UTIL1031,High
Transformer Failure reported in Central,INCIDENT,Transformer Failure,Multiple customers without power,37.53704263,-122.3341095,101,UTIL1032,,,50 ft,YES,YES,"37.53704263, -122.3341095",Central,UTIL,UTIL1032,Low
Fuse Blown reported in Downtown,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52586627,-122.33950233,52,UTIL1033,,,50 ft,YES,YES,"37.52586627, -122.33950233",Downtown,UTIL,UTIL1033,Low
Substation Fire reported in Seaside,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52044441,-122.33424514,187,UTIL1034,,,50 ft,YES,YES,"37.52044441, -122.33424514",Seaside,UTIL,UTIL1034,Low
Substation Fire reported in Industrial,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52902409,-122.3383593,39,UTIL1035,,,50 ft,YES,YES,"37.52902409, -122.3383593",Industrial,UTIL,UTIL1035,High
Equipment Failure reported in Suburban,INCIDENT,Equipment Failure,Component failure at distribution station,37.5271983,-122.32921375,125,UTIL1036,,,50 ft,YES,YES,"37.5271983, -122.32921375",Suburban,UTIL,UTIL1036,High
Switch Malfunction reported in Uptown,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.53445055,-122.32759941,169,UTIL1037,,,50 ft,YES,YES,"37.53445055, -122.32759941",Uptown,UTIL,UTIL1037,Medium
Cable Fault reported in Downtown,INCIDENT,Cable Fault,Underground cable suspected fault,37.53796573,-122.33339371,78,UTIL1038,,,50 ft,YES,YES,"37.53796573, -122.33339371",Downtown,UTIL,UTIL1038,Low
Storm Damage reported in Rural,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.53701375,-122.3286987,154,UTIL1039,,,50 ft,YES,YES,"37.53701375, -122.3286987",Rural,UTIL,UTIL1039,Low
Transformer Failure reported in Seaside,INCIDENT,Transformer Failure,Multiple customers without power,37.53537892,-122.32028736,29,UTIL1040,,,50 ft,YES,YES,"37.53537892, -122.32028736",Seaside,UTIL,UTIL1040,High
Transformer Failure reported in Rural,INCIDENT,Transformer Failure,Multiple customers without power,37.52351537,-122.33167578,135,UTIL1041,,,50 ft,YES,YES,"37.52351537, -122.33167578",Rural,UTIL,UTIL1041,Critical
Gas Leak reported in Uptown,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.5203932,-122.33641266,74,UTIL1042,,,50 ft,YES,YES,"37.5203932, -122.33641266",Uptown,UTIL,UTIL1042,Medium
Car Hit Pole reported in Downtown,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.52416636,-122.32755413,170,UTIL1043,,,50 ft,YES,YES,"37.52416636, -122.32755413",Downtown,UTIL,UTIL1043,Medium
Routine Inspection reported in Industrial,INCIDENT,Routine Inspection,Scheduled maintenance check,37.53560105,-122.32549294,79,UTIL1044,,,50 ft,YES,YES,"37.53560105, -122.32549294",Industrial,UTIL,UTIL1044,High
Downed Power Line reported in Seaside,INCIDENT,Downed Power Line,Live wire reported on the ground,37.52472795,-122.32765275,48,UTIL1045,,,50 ft,YES,YES,"37.52472795, -122.32765275",Seaside,UTIL,UTIL1045,Medium
