GD Note,TYPE,TITLE,DESCRIPTION,LATITUDE,LONGITUDE,DELAY,EXTERNALID,UUID,Desired Altitude,Alert on Map Screen,AR Marker,Coordinates for maps,AREA,CODE,INCIDENT_ID,PRIORITY
Vandalism in Progress reported in Industrial,INCIDENT,10-14 - Vandalism in Progress,Reported vandalism in progress at location. Additional details unknown.,37.52879086,-122.33439462,,,,50 ft,YES,YES,"37.52879086, -122.33439462",Industrial,10-14,INC759,Critical
Boating Accident reported in Central,INCIDENT,10-34 - Boating Accident,Reported boating accident at location. Additional details unknown.,37.5380624,-122.3330935,,,,50 ft,YES,YES,"37.5380624, -122.3330935",Central,10-34,INC760,High
Radiation Alert reported in Suburban,INCIDENT,10-36 - Radiation Alert,Reported radiation alert at location. Additional details unknown.,37.53824508,-122.32982236,,,,50 ft,YES,YES,"37.53824508, -122.32982236",Suburban,10-36,INC761,Critical
Suspicious Package reported in Suburban,INCIDENT,10-12 - Suspicious Package,Reported suspicious package at location. Additional details unknown.,37.5274371,-122.33587589,,,,50 ft,YES,YES,"37.5274371, -122.33587589",Suburban,10-12,INC762,High
Vehicle Breakdown reported in Industrial,INCIDENT,10-50 - Vehicle Breakdown,Reported vehicle breakdown at location. Additional details unknown.,37.53882038,-122.3304123,,,,50 ft,YES,YES,"37.53882038, -122.3304123",Industrial,10-50,INC763,High
Animal Attack reported in Central,INCIDENT,10-20 - Animal Attack,Reported animal attack at location. Additional details unknown.,37.52244699,-122.32669985,,,,50 ft,YES,YES,"37.52244699, -122.32669985",Central,10-20,INC764,Low
Earthquake Damage reported in Seaside,INCIDENT,10-45 - Earthquake Damage,Reported earthquake damage at location. Additional details unknown.,37.53457652,-122.32735872,,,,50 ft,YES,YES,"37.53457652, -122.32735872",Seaside,10-45,INC765,High
Mudslide Reported reported in Suburban,INCIDENT,10-38 - Mudslide Reported,Reported mudslide reported at location. Additional details unknown.,37.53022416,-122.32261989,,,,50 ft,YES,YES,"37.53022416, -122.32261989",Suburban,10-38,INC766,Medium
Medical Emergency - Minor reported in Central,INCIDENT,10-10 - Medical Emergency - Minor,Reported medical emergency - minor at location. Additional details unknown.,37.53703296,-122.32976798,,,,50 ft,YES,YES,"37.53703296, -122.32976798",Central,10-10,INC767,Low
Traffic Stop - High Risk reported in Downtown,INCIDENT,10-04 - Traffic Stop - High Risk,Reported traffic stop - high risk at location. Additional details unknown.,37.52366308,-122.33073714,,,,50 ft,YES,YES,"37.52366308, -122.33073714",Downtown,10-04,INC768,High
Attempted Suicide reported in Central,INCIDENT,10-31 - Attempted Suicide,Reported attempted suicide at location. Additional details unknown.,37.52923328,-122.33967619,,,,50 ft,YES,YES,"37.52923328, -122.33967619",Central,10-31,INC769,High
Suspicious Package reported in Seaside,INCIDENT,10-12 - Suspicious Package,Reported suspicious package at location. Additional details unknown.,37.53740207,-122.33950961,,,,50 ft,YES,YES,"37.53740207, -122.33950961",Seaside,10-12,INC770,Critical
Public Intoxication reported in Industrial,INCIDENT,10-25 - Public Intoxication,Reported public intoxication at location. Additional details unknown.,37.53894528,-122.32224274,,,,50 ft,YES,YES,"37.53894528, -122.32224274",Industrial,10-25,INC771,Critical
Wildfire Spotted reported in Rural,INCIDENT,10-46 - Wildfire Spotted,Reported wildfire spotted at location. Additional details unknown.,37.53055341,-122.33572911,,,,50 ft,YES,YES,"37.53055341, -122.33572911",Rural,10-46,INC772,High
Tornado Warning reported in Seaside,INCIDENT,10-39 - Tornado Warning,Reported tornado warning at location. Additional details unknown.,37.52202622,-122.32025196,,,,50 ft,YES,YES,"37.52202622, -122.32025196",Seaside,10-39,INC773,Medium
Avalanche Risk reported in Seaside,INCIDENT,10-41 - Avalanche Risk,Reported avalanche risk at location. Additional details unknown.,37.52101185,-122.33418409,,,,50 ft,YES,YES,"37.52101185, -122.33418409",Seaside,10-41,INC774,Low
Street Racing Incident reported in Uptown,INCIDENT,10-17 - Street Racing Incident,Reported street racing incident at location. Additional details unknown.,37.53349419,-122.33693633,,,,50 ft,YES,YES,"37.53349419, -122.33693633",Uptown,10-17,INC775,Low
Lost Child reported in Uptown,INCIDENT,10-30 - Lost Child,Reported lost child at location. Additional details unknown.,37.52457531,-122.33141543,,,,50 ft,YES,YES,"37.52457531, -122.33141543",Uptown,10-30,INC776,Low
Gunshots Heard reported in Industrial,INCIDENT,10-13 - Gunshots Heard,Reported gunshots heard at location. Additional details unknown.,37.52492719,-122.33448039,,,,50 ft,YES,YES,"37.52492719, -122.33448039",Industrial,10-13,INC777,Low
Radiation Alert reported in Rural,INCIDENT,10-36 - Radiation Alert,Reported radiation alert at location. Additional details unknown.,37.52448036,-122.32569604,,,,50 ft,YES,YES,"37.52448036, -122.32569604",Rural,10-36,INC778,High
Underage Drinking reported in Uptown,INCIDENT,10-29 - Underage Drinking,Reported underage drinking at location. Additional details unknown.,37.53961309,-122.33778921,,,,50 ft,YES,YES,"37.53961309, -122.33778921",Uptown,10-29,INC779,High
Sinkhole Formation reported in Suburban,INCIDENT,10-44 - Sinkhole Formation,Reported sinkhole formation at location. Additional details unknown.,37.52094236,-122.33414708,,,,50 ft,YES,YES,"37.52094236, -122.33414708",Suburban,10-44,INC780,High
Domestic Dispute reported in Central,INCIDENT,10-19 - Domestic Dispute,Reported domestic dispute at location. Additional details unknown.,37.52509022,-122.32660427,,,,50 ft,YES,YES,"37.52509022, -122.32660427",Central,10-19,INC781,High
Bridge Collapse reported in Seaside,INCIDENT,10-37 - Bridge Collapse,Reported bridge collapse at location. Additional details unknown.,37.52022298,-122.32970079,,,,50 ft,YES,YES,"37.52022298, -122.32970079",Seaside,10-37,INC782,Critical
Animal Attack reported in Uptown,INCIDENT,10-20 - Animal Attack,Reported animal attack at location. Additional details unknown.,37.52552377,-122.33307594,,,,50 ft,YES,YES,"37.52552377, -122.33307594",Uptown,10-20,INC783,High
Chemical Spill reported in Central,INCIDENT,10-35 - Chemical Spill,Reported chemical spill at location. Additional details unknown.,37.53512757,-122.33824748,,,,50 ft,YES,YES,"37.53512757, -122.33824748",Central,10-35,INC784,Medium
Radiation Alert reported in Industrial,INCIDENT,10-36 - Radiation Alert,Reported radiation alert at location. Additional details unknown.,37.53752644,-122.33793615,,,,50 ft,YES,YES,"37.53752644, -122.33793615",Industrial,10-36,INC785,High
Street Racing Incident reported in Suburban,INCIDENT,10-17 - Street Racing Incident,Reported street racing incident at location. Additional details unknown.,37.53484317,-122.339436,,,,50 ft,YES,YES,"37.53484317, -122.339436",Suburban,10-17,INC786,Low
Armed Robbery reported in Downtown,INCIDENT,10-03 - Armed Robbery,Reported armed robbery at location. Additional details unknown.,37.52754478,-122.32912686,,,,50 ft,YES,YES,"37.52754478, -122.32912686",Downtown,10-03,INC787,Low
Cyber Crime reported in Suburban,INCIDENT,10-32 - Cyber Crime,Reported cyber crime at location. Additional details unknown.,37.52635773,-122.33992247,,,,50 ft,YES,YES,"37.52635773, -122.33992247",Suburban,10-32,INC788,High
Avalanche Risk reported in Seaside,INCIDENT,10-41 - Avalanche Risk,Reported avalanche risk at location. Additional details unknown.,37.52626708,-122.33200854,,,,50 ft,YES,YES,"37.52626708, -122.33200854",Seaside,10-41,INC789,Medium
Medical Emergency - Critical reported in Rural,INCIDENT,10-09 - Medical Emergency - Critical,Reported medical emergency - critical at location. Additional details unknown.,37.52901149,-122.32100898,,,,50 ft,YES,YES,"37.52901149, -122.32100898",Rural,10-09,INC790,High
Drug Activity Reported reported in Suburban,INCIDENT,10-11 - Drug Activity Reported,Reported drug activity reported at location. Additional details unknown.,37.53488061,-122.330008,,,,50 ft,YES,YES,"37.53488061, -122.330008",Suburban,10-11,INC791,Critical
Attempted Suicide reported in Central,INCIDENT,10-31 - Attempted Suicide,Reported attempted suicide at location. Additional details unknown.,37.52348522,-122.33818347,,,,50 ft,YES,YES,"37.52348522, -122.33818347",Central,10-31,INC792,Medium
Gas Leak reported in Industrial,INCIDENT,10-08 - Gas Leak,Reported gas leak at location. Additional details unknown.,37.53637342,-122.3363802,,,,50 ft,YES,YES,"37.53637342, -122.3363802",Industrial,10-08,INC793,Low
Medical Emergency - Minor reported in Downtown,INCIDENT,10-10 - Medical Emergency - Minor,Reported medical emergency - minor at location. Additional details unknown.,37.52584556,-122.33878084,,,,50 ft,YES,YES,"37.52584556, -122.33878084",Downtown,10-10,INC794,Medium
Wildfire Spotted reported in Rural,INCIDENT,10-46 - Wildfire Spotted,Reported wildfire spotted at location. Additional details unknown.,37.52368637,-122.3315037,,,,50 ft,YES,YES,"37.52368637, -122.3315037",Rural,10-46,INC795,Critical
Avalanche Risk reported in Industrial,INCIDENT,10-41 - Avalanche Risk,Reported avalanche risk at location. Additional details unknown.,37.5221833,-122.33922807,,,,50 ft,YES,YES,"37.5221833, -122.33922807",Industrial,10-41,INC796,High
Gunshots Heard reported in Downtown,INCIDENT,10-13 - Gunshots Heard,Reported gunshots heard at location. Additional details unknown.,37.52534641,-122.3378816,,,,50 ft,YES,YES,"37.52534641, -122.3378816",Downtown,10-13,INC797,Medium
Hit-and-Run Accident reported in Suburban,INCIDENT,10-23 - Hit-and-Run Accident,Reported hit-and-run accident at location. Additional details unknown.,37.53614277,-122.33640978,,,,50 ft,YES,YES,"37.53614277, -122.33640978",Suburban,10-23,INC798,Critical
Medical Emergency - Critical reported in Seaside,INCIDENT,10-09 - Medical Emergency - Critical,Reported medical emergency - critical at location. Additional details unknown.,37.52203833,-122.3214427,,,,50 ft,YES,YES,"37.52203833, -122.3214427",Seaside,10-09,INC799,Low
Radiation Alert reported in Seaside,INCIDENT,10-36 - Radiation Alert,Reported radiation alert at location. Additional details unknown.,37.52858823,-122.33677147,,,,50 ft,YES,YES,"37.52858823, -122.33677147",Seaside,10-36,INC800,Medium
Armed Robbery reported in Seaside,INCIDENT,10-03 - Armed Robbery,Reported armed robbery at location. Additional details unknown.,37.53090376,-122.33829636,,,,50 ft,YES,YES,"37.53090376, -122.33829636",Seaside,10-03,INC801,Medium
Attempted Suicide reported in Central,INCIDENT,10-31 - Attempted Suicide,Reported attempted suicide at location. Additional details unknown.,37.52877219,-122.3218934,,,,50 ft,YES,YES,"37.52877219, -122.3218934",Central,10-31,INC802,High
Tornado Warning reported in Rural,INCIDENT,10-39 - Tornado Warning,Reported tornado warning at location. Additional details unknown.,37.53008978,-122.3305657,,,,50 ft,YES,YES,"37.53008978, -122.3305657",Rural,10-39,INC803,Critical
Unattended Luggage reported in Downtown,INCIDENT,10-26 - Unattended Luggage,Reported unattended luggage at location. Additional details unknown.,37.52801814,-122.33828756,,,,50 ft,YES,YES,"37.52801814, -122.33828756",Downtown,10-26,INC804,Medium
Earthquake Damage reported in Industrial,INCIDENT,10-45 - Earthquake Damage,Reported earthquake damage at location. Additional details unknown.,37.52140419,-122.33674224,,,,50 ft,YES,YES,"37.52140419, -122.33674224",Industrial,10-45,INC805,Low
Vehicle Pursuit reported in Central,INCIDENT,10-22 - Vehicle Pursuit,Reported vehicle pursuit at location. Additional details unknown.,37.52915254,-122.3321897,,,,50 ft,YES,YES,"37.52915254, -122.3321897",Central,10-22,INC806,Low
Collapsed Building reported in Seaside,INCIDENT,10-48 - Collapsed Building,Reported collapsed building at location. Additional details unknown.,37.52865586,-122.3359239,,,,50 ft,YES,YES,"37.52865586, -122.3359239",Seaside,10-48,INC807,High
Public Disturbance reported in Suburban,INCIDENT,10-18 - Public Disturbance,Reported public disturbance at location. Additional details unknown.,37.52353693,-122.32482236,,,,50 ft,YES,YES,"37.52353693, -122.32482236",Suburban,10-18,INC808,Critical
Road Hazard reported in Rural,INCIDENT,10-21 - Road Hazard,Reported road hazard at location. Additional details unknown.,37.53524078,-122.33795834,,,,50 ft,YES,YES,"37.53524078, -122.33795834",Rural,10-21,INC809,Low
Gunshots Heard reported in Industrial,INCIDENT,10-13 - Gunshots Heard,Reported gunshots heard at location. Additional details unknown.,37.53241414,-122.32858922,,,,50 ft,YES,YES,"37.53241414, -122.32858922",Industrial,10-13,INC810,Medium
Road Hazard reported in Suburban,INCIDENT,10-21 - Road Hazard,Reported road hazard at location. Additional details unknown.,37.52932014,-122.32249998,,,,50 ft,YES,YES,"37.52932014, -122.32249998",Suburban,10-21,INC811,Low
Public Intoxication reported in Industrial,INCIDENT,10-25 - Public Intoxication,Reported public intoxication at location. Additional details unknown.,37.53395822,-122.32003144,,,,50 ft,YES,YES,"37.53395822, -122.32003144",Industrial,10-25,INC812,Critical
Suspicious Package reported in Central,INCIDENT,10-12 - Suspicious Package,Reported suspicious package at location. Additional details unknown.,37.52709837,-122.33630978,,,,50 ft,YES,YES,"37.52709837, -122.33630978",Central,10-12,INC813,High
Radiation Alert reported in Rural,INCIDENT,10-36 - Radiation Alert,Reported radiation alert at location. Additional details unknown.,37.52244836,-122.3200561,,,,50 ft,YES,YES,"37.52244836, -122.3200561",Rural,10-36,INC814,High
Severe Weather Alert reported in Central,INCIDENT,10-43 - Severe Weather Alert,Reported severe weather alert at location. Additional details unknown.,37.52689952,-122.32360906,,,,50 ft,YES,YES,"37.52689952, -122.32360906",Central,10-43,INC815,Critical
Avalanche Risk reported in Rural,INCIDENT,10-41 - Avalanche Risk,Reported avalanche risk at location. Additional details unknown.,37.53087094,-122.33759063,,,,50 ft,YES,YES,"37.53087094, -122.33759063",Rural,10-41,INC816,Medium
Attempted Kidnapping reported in Industrial,INCIDENT,10-15 - Attempted Kidnapping,Reported attempted kidnapping at location. Additional details unknown.,37.53898262,-122.3285479,,,,50 ft,YES,YES,"37.53898262, -122.3285479",Industrial,10-15,INC817,Critical
Medical Emergency - Minor reported in Central,INCIDENT,10-10 - Medical Emergency - Minor,Reported medical emergency - minor at location. Additional details unknown.,37.52233219,-122.33528307,,,,50 ft,YES,YES,"37.52233219, -122.33528307",Central,10-10,INC818,Low
Gunshots Heard reported in Rural,INCIDENT,10-13 - Gunshots Heard,Reported gunshots heard at location. Additional details unknown.,37.5226599,-122.33391128,,,,50 ft,YES,YES,"37.5226599, -122.33391128",Rural,10-13,INC819,High
Vandalism in Progress reported in Suburban,INCIDENT,10-14 - Vandalism in Progress,Reported vandalism in progress at location. Additional details unknown.,37.53981804,-122.33805238,,,,50 ft,YES,YES,"37.53981804, -122.33805238",Suburban,10-14,INC820,High
Attempted Suicide reported in Suburban,INCIDENT,10-31 - Attempted Suicide,Reported attempted suicide at location. Additional details unknown.,37.53761849,-122.32943944,,,,50 ft,YES,YES,"37.53761849, -122.32943944",Suburban,10-31,INC821,High
Suspicious Package reported in Industrial,INCIDENT,10-12 - Suspicious Package,Reported suspicious package at location. Additional details unknown.,37.53932025,-122.33147885,,,,50 ft,YES,YES,"37.53932025, -122.33147885",Industrial,10-12,INC822,High
Traffic Stop - High Risk reported in Downtown,INCIDENT,10-04 - Traffic Stop - High Risk,Reported traffic stop - high risk at location. Additional details unknown.,37.52879238,-122.33112024,,,,50 ft,YES,YES,"37.52879238, -122.33112024",Downtown,10-04,INC823,High
Attempted Suicide reported in Industrial,INCIDENT,10-31 - Attempted Suicide,Reported attempted suicide at location. Additional details unknown.,37.5206509,-122.32087653,,,,50 ft,YES,YES,"37.5206509, -122.32087653",Industrial,10-31,INC824,High
